Year,City,lat,lon,State,Purpose,Trips
1/1/2001,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,7.8997337
1/4/2001,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,7.297078
1/7/2001,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,44.6409469
1/10/2001,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,20.0223651
1/1/2002,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,8.088253
1/4/2002,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,9.6515835
1/7/2002,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,18.9385518
1/10/2002,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,11.25166
1/1/2003,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,5.4906052
1/4/2003,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,13.1164355
1/7/2003,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,18.0584172
1/10/2003,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,4.2851289
1/1/2004,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,4.6278107
1/4/2004,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,8.0816581
1/7/2004,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,35.815048
1/10/2004,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,10.8911135
1/1/2005,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,9.889157
1/4/2005,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,4.5885172
1/7/2005,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,9.2144063
1/10/2005,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,3.3315733
1/1/2006,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,10.370606
1/4/2006,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,20.434892
1/7/2006,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,7.553844
1/10/2006,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,12.481274
1/1/2007,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,7.3686527
1/4/2007,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,17.1798554
1/7/2007,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,9.0145837
1/10/2007,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,6.3036829
1/1/2008,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,8.3845652
1/4/2008,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,0.5821923
1/7/2008,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,14.451134
1/10/2008,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,36.8661217
1/1/2009,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,9.5132705
1/4/2009,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,29.0763291
1/7/2009,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,9.96318
1/10/2009,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,15.9903242
1/1/2010,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,1.7225798
1/4/2010,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,3.8720448
1/7/2010,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,11.4128749
1/10/2010,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,7.7124197
1/1/2011,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,9.7407827
1/4/2011,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,12.4211686
1/7/2011,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,19.5124556
1/10/2011,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,24.3502887
1/1/2012,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,24.4854494
1/4/2012,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,14.8600539
1/7/2012,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,17.9236125
1/10/2012,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,21.9819651
1/1/2013,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,9.867631
1/4/2013,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,24.8250453
1/7/2013,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,5.4705054
1/10/2013,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,0.5422231
1/1/2014,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,20.1384388
1/4/2014,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,22.4702665
1/7/2014,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,19.530191
1/10/2014,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,26.7151431
1/1/2015,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,22.6674248
1/4/2015,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,23.5969697
1/7/2015,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,38.964336
1/10/2015,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,28.646893
1/1/2016,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,11.496157
1/4/2016,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,19.5187639
1/7/2016,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,22.3287091
1/10/2016,Tropical North Queensland,-16.9186,145.7781,Queensland,Other,16.1352386
1/1/1998,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,56.9905032
1/4/1998,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,67.4645592
1/7/1998,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,49.201098
1/10/1998,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,49.1520683
1/1/1999,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,50.1723416
1/4/1999,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,66.3429306
1/7/1999,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,71.1101546
1/10/1999,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,101.5031497
1/1/2000,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,72.5785417
1/4/2000,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,55.2092877
1/7/2000,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,31.6171605
1/10/2000,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,132.7460288
1/1/2001,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,52.2615644
1/4/2001,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,46.0288892
1/7/2001,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,87.2886377
1/10/2001,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,48.0019811
1/1/2002,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,58.9466876
1/4/2002,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,91.5580866
1/7/2002,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,111.8196475
1/10/2002,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,75.5415755
1/1/2003,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,59.3873081
1/4/2003,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,39.8008126
1/7/2003,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,75.2192239
1/10/2003,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,94.8120776
1/1/2004,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,62.284988
1/4/2004,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,143.4132709
1/7/2004,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,93.4559894
1/10/2004,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,81.6291338
1/1/2005,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,88.4670123
1/4/2005,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,56.1123449
1/7/2005,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,71.1252493
1/10/2005,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,51.0990713
1/1/2006,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,122.282933
1/4/2006,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,103.619876
1/7/2006,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,107.244061
1/10/2006,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,89.359273
1/1/2007,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,47.9374228
1/4/2007,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,115.0246907
1/7/2007,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,105.6405042
1/10/2007,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,68.8629102
1/1/2008,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,94.5351661
1/4/2008,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,104.0924796
1/7/2008,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,113.9286562
1/10/2008,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,111.6064585
1/1/2009,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,62.7033529
1/4/2009,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,71.2055974
1/7/2009,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,182.0708405
1/10/2009,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,57.64231
1/1/2010,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,58.6863296
1/4/2010,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,92.7608278
1/7/2010,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,105.9427631
1/10/2010,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,45.5251214
1/1/2011,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,28.4107179
1/4/2011,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,63.7709696
1/7/2011,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,90.4037729
1/10/2011,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,62.3772576
1/1/2012,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,90.1276495
1/4/2012,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,90.9052446
1/7/2012,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,70.8611147
1/10/2012,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,81.5428092
1/1/2013,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,68.4631239
1/4/2013,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,107.7811647
1/7/2013,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,76.0269271
1/10/2013,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,92.5769777
1/1/2014,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,120.1416582
1/4/2014,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,102.4856136
1/7/2014,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,118.23078
1/10/2014,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,52.19004
1/1/2015,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,76.9788008
1/4/2015,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,158.186985
1/7/2015,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,112.9219084
1/10/2015,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,112.994526
1/1/2016,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,69.1497258
1/4/2016,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,76.6610173
1/7/2016,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,154.8796264
1/10/2016,Tropical North Queensland,-16.9186,145.7781,Queensland,Visiting,94.1767123
1/1/1998,Upper Yarra,-37.802,145.5637,Victoria,Business,12.7979385
1/4/1998,Upper Yarra,-37.802,145.5637,Victoria,Business,21.3781266
1/7/1998,Upper Yarra,-37.802,145.5637,Victoria,Business,6.8337351
1/10/1998,Upper Yarra,-37.802,145.5637,Victoria,Business,1.3613819
1/1/1999,Upper Yarra,-37.802,145.5637,Victoria,Business,2.8565821
1/4/1999,Upper Yarra,-37.802,145.5637,Victoria,Business,2.5761678
1/7/1999,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/10/1999,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/1/2000,Upper Yarra,-37.802,145.5637,Victoria,Business,2.6201821
1/4/2000,Upper Yarra,-37.802,145.5637,Victoria,Business,7.2530853
1/7/2000,Upper Yarra,-37.802,145.5637,Victoria,Business,9.6114852
1/10/2000,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/1/2001,Upper Yarra,-37.802,145.5637,Victoria,Business,1.6091848
1/4/2001,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/7/2001,Upper Yarra,-37.802,145.5637,Victoria,Business,4.2724213
1/10/2001,Upper Yarra,-37.802,145.5637,Victoria,Business,3.3052894
1/1/2002,Upper Yarra,-37.802,145.5637,Victoria,Business,5.4860543
1/4/2002,Upper Yarra,-37.802,145.5637,Victoria,Business,9.9925279
1/7/2002,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/10/2002,Upper Yarra,-37.802,145.5637,Victoria,Business,5.5087548
1/1/2003,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/4/2003,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/7/2003,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/10/2003,Upper Yarra,-37.802,145.5637,Victoria,Business,13.1389551
1/1/2004,Upper Yarra,-37.802,145.5637,Victoria,Business,3.8867532
1/4/2004,Upper Yarra,-37.802,145.5637,Victoria,Business,12.201268
1/7/2004,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/10/2004,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/1/2005,Upper Yarra,-37.802,145.5637,Victoria,Business,3.641241
1/4/2005,Upper Yarra,-37.802,145.5637,Victoria,Business,6.0507765
1/7/2005,Upper Yarra,-37.802,145.5637,Victoria,Business,3.4458944
1/10/2005,Upper Yarra,-37.802,145.5637,Victoria,Business,9.5990805
1/1/2006,Upper Yarra,-37.802,145.5637,Victoria,Business,7.014476
1/4/2006,Upper Yarra,-37.802,145.5637,Victoria,Business,9.311992
1/7/2006,Upper Yarra,-37.802,145.5637,Victoria,Business,3.333566
1/10/2006,Upper Yarra,-37.802,145.5637,Victoria,Business,13.179968
1/1/2007,Upper Yarra,-37.802,145.5637,Victoria,Business,2.3609213
1/4/2007,Upper Yarra,-37.802,145.5637,Victoria,Business,4.2724299
1/7/2007,Upper Yarra,-37.802,145.5637,Victoria,Business,1.3713604
1/10/2007,Upper Yarra,-37.802,145.5637,Victoria,Business,9.3728446
1/1/2008,Upper Yarra,-37.802,145.5637,Victoria,Business,2.2307053
1/4/2008,Upper Yarra,-37.802,145.5637,Victoria,Business,3.1969882
1/7/2008,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/10/2008,Upper Yarra,-37.802,145.5637,Victoria,Business,6.7098362
1/1/2009,Upper Yarra,-37.802,145.5637,Victoria,Business,6.1411561
1/4/2009,Upper Yarra,-37.802,145.5637,Victoria,Business,3.6606254
1/7/2009,Upper Yarra,-37.802,145.5637,Victoria,Business,3.0396127
1/10/2009,Upper Yarra,-37.802,145.5637,Victoria,Business,0.9378355
1/1/2010,Upper Yarra,-37.802,145.5637,Victoria,Business,2.0972895
1/4/2010,Upper Yarra,-37.802,145.5637,Victoria,Business,1.7577797
1/7/2010,Upper Yarra,-37.802,145.5637,Victoria,Business,16.8324861
1/10/2010,Upper Yarra,-37.802,145.5637,Victoria,Business,5.1213186
1/1/2011,Upper Yarra,-37.802,145.5637,Victoria,Business,8.0852024
1/4/2011,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/7/2011,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/10/2011,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/1/2012,Upper Yarra,-37.802,145.5637,Victoria,Business,4.5467338
1/4/2012,Upper Yarra,-37.802,145.5637,Victoria,Business,3.1183945
1/7/2012,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/10/2012,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/1/2013,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/4/2013,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/7/2013,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/10/2013,Upper Yarra,-37.802,145.5637,Victoria,Business,1.8587483
1/1/2014,Upper Yarra,-37.802,145.5637,Victoria,Business,6.3843371
1/4/2014,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/7/2014,Upper Yarra,-37.802,145.5637,Victoria,Business,1.474857
1/10/2014,Upper Yarra,-37.802,145.5637,Victoria,Business,3.4571804
1/1/2015,Upper Yarra,-37.802,145.5637,Victoria,Business,4.5755194
1/4/2015,Upper Yarra,-37.802,145.5637,Victoria,Business,10.1522498
1/7/2015,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/10/2015,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/1/2016,Upper Yarra,-37.802,145.5637,Victoria,Business,1.9212674
1/4/2016,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/7/2016,Upper Yarra,-37.802,145.5637,Victoria,Business,0
1/10/2016,Upper Yarra,-37.802,145.5637,Victoria,Business,4.840715
1/1/1998,Upper Yarra,-37.802,145.5637,Victoria,Holiday,80.1052897
1/4/1998,Upper Yarra,-37.802,145.5637,Victoria,Holiday,44.6268839
1/7/1998,Upper Yarra,-37.802,145.5637,Victoria,Holiday,42.6419125
1/10/1998,Upper Yarra,-37.802,145.5637,Victoria,Holiday,22.2690317
1/1/1999,Upper Yarra,-37.802,145.5637,Victoria,Holiday,54.6095464
1/4/1999,Upper Yarra,-37.802,145.5637,Victoria,Holiday,78.4082162
1/7/1999,Upper Yarra,-37.802,145.5637,Victoria,Holiday,60.1849828
1/10/1999,Upper Yarra,-37.802,145.5637,Victoria,Holiday,31.8833719
1/1/2000,Upper Yarra,-37.802,145.5637,Victoria,Holiday,62.0777174
1/4/2000,Upper Yarra,-37.802,145.5637,Victoria,Holiday,45.5786682
1/7/2000,Upper Yarra,-37.802,145.5637,Victoria,Holiday,42.1167171
1/10/2000,Upper Yarra,-37.802,145.5637,Victoria,Holiday,52.6083531
1/1/2001,Upper Yarra,-37.802,145.5637,Victoria,Holiday,76.0576508
1/4/2001,Upper Yarra,-37.802,145.5637,Victoria,Holiday,43.3365195
1/7/2001,Upper Yarra,-37.802,145.5637,Victoria,Holiday,23.1925279
1/10/2001,Upper Yarra,-37.802,145.5637,Victoria,Holiday,38.676768
1/1/2002,Upper Yarra,-37.802,145.5637,Victoria,Holiday,38.729639
1/4/2002,Upper Yarra,-37.802,145.5637,Victoria,Holiday,106.3112066
1/7/2002,Upper Yarra,-37.802,145.5637,Victoria,Holiday,47.1100835
1/10/2002,Upper Yarra,-37.802,145.5637,Victoria,Holiday,32.7006953
1/1/2003,Upper Yarra,-37.802,145.5637,Victoria,Holiday,51.5564528
1/4/2003,Upper Yarra,-37.802,145.5637,Victoria,Holiday,31.2532097
1/7/2003,Upper Yarra,-37.802,145.5637,Victoria,Holiday,22.2248249
1/10/2003,Upper Yarra,-37.802,145.5637,Victoria,Holiday,25.7953938
1/1/2004,Upper Yarra,-37.802,145.5637,Victoria,Holiday,68.8419721
1/4/2004,Upper Yarra,-37.802,145.5637,Victoria,Holiday,51.0015964
1/7/2004,Upper Yarra,-37.802,145.5637,Victoria,Holiday,16.0113411
1/10/2004,Upper Yarra,-37.802,145.5637,Victoria,Holiday,52.7780055
1/1/2005,Upper Yarra,-37.802,145.5637,Victoria,Holiday,47.1972257
1/4/2005,Upper Yarra,-37.802,145.5637,Victoria,Holiday,29.9603431
1/7/2005,Upper Yarra,-37.802,145.5637,Victoria,Holiday,39.8281923
1/10/2005,Upper Yarra,-37.802,145.5637,Victoria,Holiday,69.4262436
1/1/2006,Upper Yarra,-37.802,145.5637,Victoria,Holiday,67.838094
1/4/2006,Upper Yarra,-37.802,145.5637,Victoria,Holiday,22.440171
1/7/2006,Upper Yarra,-37.802,145.5637,Victoria,Holiday,17.843555
1/10/2006,Upper Yarra,-37.802,145.5637,Victoria,Holiday,43.979749
1/1/2007,Upper Yarra,-37.802,145.5637,Victoria,Holiday,55.538342
1/4/2007,Upper Yarra,-37.802,145.5637,Victoria,Holiday,52.1458836
1/7/2007,Upper Yarra,-37.802,145.5637,Victoria,Holiday,35.0701359
1/10/2007,Upper Yarra,-37.802,145.5637,Victoria,Holiday,30.9521625
1/1/2008,Upper Yarra,-37.802,145.5637,Victoria,Holiday,48.2712698
1/4/2008,Upper Yarra,-37.802,145.5637,Victoria,Holiday,35.4131144
1/7/2008,Upper Yarra,-37.802,145.5637,Victoria,Holiday,33.7763312
1/10/2008,Upper Yarra,-37.802,145.5637,Victoria,Holiday,48.2689478
1/1/2009,Upper Yarra,-37.802,145.5637,Victoria,Holiday,30.0074063
1/4/2009,Upper Yarra,-37.802,145.5637,Victoria,Holiday,23.3112171
1/7/2009,Upper Yarra,-37.802,145.5637,Victoria,Holiday,14.6932139
1/10/2009,Upper Yarra,-37.802,145.5637,Victoria,Holiday,39.2750136
1/1/2010,Upper Yarra,-37.802,145.5637,Victoria,Holiday,16.8131696
1/4/2010,Upper Yarra,-37.802,145.5637,Victoria,Holiday,16.0719807
1/7/2010,Upper Yarra,-37.802,145.5637,Victoria,Holiday,10.8785508
1/10/2010,Upper Yarra,-37.802,145.5637,Victoria,Holiday,16.8206899
1/1/2011,Upper Yarra,-37.802,145.5637,Victoria,Holiday,31.914583
1/4/2011,Upper Yarra,-37.802,145.5637,Victoria,Holiday,25.1048698
1/7/2011,Upper Yarra,-37.802,145.5637,Victoria,Holiday,29.4233042
1/10/2011,Upper Yarra,-37.802,145.5637,Victoria,Holiday,50.2169249
1/1/2012,Upper Yarra,-37.802,145.5637,Victoria,Holiday,53.8833526
1/4/2012,Upper Yarra,-37.802,145.5637,Victoria,Holiday,48.5226832
1/7/2012,Upper Yarra,-37.802,145.5637,Victoria,Holiday,20.899665
1/10/2012,Upper Yarra,-37.802,145.5637,Victoria,Holiday,46.9213451
1/1/2013,Upper Yarra,-37.802,145.5637,Victoria,Holiday,59.6761879
1/4/2013,Upper Yarra,-37.802,145.5637,Victoria,Holiday,33.0192254
1/7/2013,Upper Yarra,-37.802,145.5637,Victoria,Holiday,18.7004086
1/10/2013,Upper Yarra,-37.802,145.5637,Victoria,Holiday,18.4847877
1/1/2014,Upper Yarra,-37.802,145.5637,Victoria,Holiday,46.3202478
1/4/2014,Upper Yarra,-37.802,145.5637,Victoria,Holiday,30.4270623
1/7/2014,Upper Yarra,-37.802,145.5637,Victoria,Holiday,18.3266003
1/10/2014,Upper Yarra,-37.802,145.5637,Victoria,Holiday,63.8404123
1/1/2015,Upper Yarra,-37.802,145.5637,Victoria,Holiday,38.8845979
1/4/2015,Upper Yarra,-37.802,145.5637,Victoria,Holiday,50.4310122
1/7/2015,Upper Yarra,-37.802,145.5637,Victoria,Holiday,32.7887489
1/10/2015,Upper Yarra,-37.802,145.5637,Victoria,Holiday,46.0035945
1/1/2016,Upper Yarra,-37.802,145.5637,Victoria,Holiday,23.1502698
1/4/2016,Upper Yarra,-37.802,145.5637,Victoria,Holiday,35.7160801
1/7/2016,Upper Yarra,-37.802,145.5637,Victoria,Holiday,45.2701255
1/10/2016,Upper Yarra,-37.802,145.5637,Victoria,Holiday,40.4357424
1/1/1998,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/4/1998,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/7/1998,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/10/1998,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/1/1999,Upper Yarra,-37.802,145.5637,Victoria,Other,1.7260184
1/4/1999,Upper Yarra,-37.802,145.5637,Victoria,Other,5.1888769
1/7/1999,Upper Yarra,-37.802,145.5637,Victoria,Other,1.6855955
1/10/1999,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/1/2000,Upper Yarra,-37.802,145.5637,Victoria,Other,7.0121682
1/4/2000,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/7/2000,Upper Yarra,-37.802,145.5637,Victoria,Other,1.6112966
1/10/2000,Upper Yarra,-37.802,145.5637,Victoria,Other,23.7058067
1/1/2001,Upper Yarra,-37.802,145.5637,Victoria,Other,6.4887326
1/4/2001,Upper Yarra,-37.802,145.5637,Victoria,Other,2.4895472
1/7/2001,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/10/2001,Upper Yarra,-37.802,145.5637,Victoria,Other,3.7054698
1/1/2002,Upper Yarra,-37.802,145.5637,Victoria,Other,1.1220245
1/4/2002,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/7/2002,Upper Yarra,-37.802,145.5637,Victoria,Other,4.7367729
1/10/2002,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/1/2003,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/4/2003,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/7/2003,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/10/2003,Upper Yarra,-37.802,145.5637,Victoria,Other,2.7194773
1/1/2004,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/4/2004,Upper Yarra,-37.802,145.5637,Victoria,Other,8.5657915
1/7/2004,Upper Yarra,-37.802,145.5637,Victoria,Other,4.1269866
1/10/2004,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/1/2005,Upper Yarra,-37.802,145.5637,Victoria,Other,3.7570364
1/4/2005,Upper Yarra,-37.802,145.5637,Victoria,Other,2.4774556
1/7/2005,Upper Yarra,-37.802,145.5637,Victoria,Other,5.9310801
1/10/2005,Upper Yarra,-37.802,145.5637,Victoria,Other,2.1864341
1/1/2006,Upper Yarra,-37.802,145.5637,Victoria,Other,10.502686
1/4/2006,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/7/2006,Upper Yarra,-37.802,145.5637,Victoria,Other,1.343497
1/10/2006,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/1/2007,Upper Yarra,-37.802,145.5637,Victoria,Other,1.2897608
1/4/2007,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/7/2007,Upper Yarra,-37.802,145.5637,Victoria,Other,2.8510934
1/10/2007,Upper Yarra,-37.802,145.5637,Victoria,Other,1.4097759
1/1/2008,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/4/2008,Upper Yarra,-37.802,145.5637,Victoria,Other,1.0871919
1/7/2008,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/10/2008,Upper Yarra,-37.802,145.5637,Victoria,Other,3.4082588
1/1/2009,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/4/2009,Upper Yarra,-37.802,145.5637,Victoria,Other,8.4373124
1/7/2009,Upper Yarra,-37.802,145.5637,Victoria,Other,2.0202601
1/10/2009,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/1/2010,Upper Yarra,-37.802,145.5637,Victoria,Other,2.7584954
1/4/2010,Upper Yarra,-37.802,145.5637,Victoria,Other,0
1/7/2010,Upper Yarra,-37.802,145.5637,Victoria,Other,4.2706226
1/10/2010,Upper Yarra,-37.802,145.5637,Victoria,Other,2.0684526
1/1/2011,Upper Yarra,-37.802,145.5637,Victoria,Other,0
